id,tweet
3064,wogh so dibalik kecuekan kamu tersimpan rasa sayang cinta dan kepedulian yang begitu besar�
3065,ngret sangat jadi orang malas
3066,kalau pengumuman cipus diundur asa enak tidak-enak perasan begitu ya ya alah mudah an kabar baik semua besok! amin o:)
3067,bertengkar terus setiap wan sama kamu heran-_-
3068,benar tidak-min
3069,i'm at apotik damai (dki jakarta)
3070,cukup sekian diskusi kita hari ini saya mau berzikir sejenak bung hancur jangan tlt makan nanti anda sakit tidak-ada yang urus
3071,isi bensin dulu macet sekali spbu pertamina 15314)
3072,enak saja kamu -
3073,semangat bekerja (with and at wisma kodel lantai 7) [pic] —
3074,hehe bersyukur masih bisa ngerasan sakit keinjek ama kram daripd tidak-bisa ngrasain sakit sama sekali gbu ^
3075,sabar memang tidak-ada batesnya tapi kalau gini terus 'semut saja gigit kalau digangu!'
3076,setan _ rt nah elu siapa suruh :ort bapuk saya tereak2an gangu orang tidur- -rt
3077,sujud syukur sekali thanks a{}
3078,ahahah mrtabak martabak anyep martabak pahit #kepogaul martabak manis / martabak asin �
3079,rumah elu masih yang dulu rey kamfret… monitor sudah rusak lagi �
3080,kan sudah dipikirkan mateng2 ;) kaga deh mi cari mati yang ada
3081,paling kesal kalau telat sampai sini parkir susah sudah bikin janji lewat taman kreativitas anak indonesia)
3082,berarti bukan kotoranya lalat :o tahi lalat adalah kumpulan sel-sel pigmen yang mengandung warna gelap �
3083,haha sialan lo-_- mirip yang gemuk saja kampret
3084,kurang kerjan sama yesaya health reflexology & family masage)
3085,ebuseh bicara enak sangat kay wakakakak
3086,dasar jorok mandi sana yang belum mandi :-(
3087,tahu kamu nung parah parah kan sudah ada babay yalah mbud jangan frontal malu kan lagi mencari lelaki baru
3088,fathers days selamat hari ayah ! sodik :p
3089,yes bekasi tambun dan sekitarnya aman tidak-ada doi bondol lagi dikampung koyrt bondol mau kemana
3090,kalau setengah lebih mahal kak mending semuanya bisa dapat diskon lah )
3091,wkwkw mahal pin hanamasa saja wjwkwk
3092,rabun ayam bukan rabun mandi sel nah! bisa jadi si begitu rabun ayam kali -_- kirain kamu minus dari kecil kali sel
3093,oke
3094,alhamdulilah sudah neng sibuk apa sekarang sudah lulus juga kan thile_dr sudah lulus dari uin belum
3095,dulu pas saya kecil nonton ini sampai nangis sedih terakhirnya :') ★ bicentenial man —
3096,fakta #aries : selalu berpikiran positif dan optimis mempunyai semangat yang besar jika sudah menetapkan tujuan
3097,sudah kaya masih saja nolakrt fatin tolak kenaikan harga bm
3098,makan tuh makalah kamu tidak-bilang sih kan bisa saya bantuin :d holiday buat kamu buat saya -_- selamat pagi ☀ h
3099,hectic juga ya mana tidak-bisa selesai sehari untungnya teh gelas alami menyegarkan :)
3100,kuku ku sudah panjang potong tidak-potong tidak-potong tidak-ngitung jari sebagai keputusan :| :/ :d
3101,oke bapak pemeran nya semua anak kan ok saya sudah dapat tapi strah kamu pada sudah mau yang mana
3102,cinta tuhan vs ego has ben chirpified!
3103,morning hm cie yang sakit hati karena di tolak )
3104,tidak-usah malu2 lah :p ahaha mampus malu bat tuh:d sayang taka kamu di mana akwoekaowke lol!
3105,iya tenang
3106,lagi ibadahnya jangan ditingalin sama jangan sering2 buat anak orang galau hehe sayang kamu: #dickyawe2ome
3107,waktu kecil sering menemani nyokap sama nenek benerin tas disitu
3108,hapenya mau disita pastirt yang baca… saya minta maf ya kalau punya salah serius nih w waktunya sudah mepet :')
3109,ehm ingin punya cowok romantis gicu
3110,gusti paringono kuat paringono sabar ingkang katah :')
3111,namanya juga stuck kalau sudah ngestuck sama satu orang susah deh! susah buat cari yang lain meskipun kadang dia menyakiti
3112,hahahaha tidak-juga sih kalau lgy senang sangat juga saya ingin mlkan olahraga lantai itu wkwkwkwk
3113,at remboelan soul fod ~ pondok indah mal —
3114,cepat sarapan atuh qi
3115,wkwk baru sadar dari kelas - kelas saya sl masuk 15bsr tidak-pernah dapat 16kebawah bagus lah
3116,alhamdulilah dari ambas kemari tidak-kena macet � (at central park indonesia) —
3117,omaigat yang ada nanti dilemparin ke eyang subur sama az
3118,tidak-boleh ya moal jauh da mun klian br dua ngmongin nu enga2 wkwkwkwkw alah apaleun
3119,kao tuhan yesus sudah beserta kita gaperlu takut n khawatir 31raja saja bisa diserahin ke tangan orang irael bagaimana kita it's for our god(y)
3120,enak ya kak pacaran sama benda :d
3121,bang benar loh kamu ckepan pakai dp yang kemarin daripada sekarang s'ngknya hidung kamu kliatan ada mancung nya :d
3122,: itu seru tidak-kak terus omes tidak-'-'/ yoi bahasa kamu terlalu tingi untuk otak gue( )
3123,misi gta yang ambil kaset di mansion temenya susah juga ya kudu sembunyi dari satpam :/
3124,iya biasa sudah warga depok sudah jauh2 ke arif rahman hakim tau'a suru ngikut malam pantas ditanyain pda tidak-mau bilang acara apa
3125,tidak-sekali sakit mata gini ya tuhan ingin sembuh :'
3126,#remajaindonesia pernah kentut pas lagi makan a ya-_- b tidak-c malu sekali njir
3127,setiap pagi bisa lihat yang hijau-hijau lumayan bisa buat peternakan semut :') (at my home) [pic] —
3128,nungu buto ke eka lama bgt☹
3129,oh god jam segini pun pulo gadung masih macet gila
3130,oke fine deal !
3131,lebih heboh ngalahin indo vs belanda tl isinya yang satu kata an alay yang satu lagi kata an homo
3132,kalau g�k� gara-gara nanti saya mau pergi saya g�k� mau nunguin lama kaya begini
3133,atuh hebat haha (y) dmaps kamu pindah� mlu : maksudnya :o
3134,jadi muterin lagunya baik wkwk:d
3135,selamat
3136,libur gini enak nya luluran creambath menicure-pedicure bleaching� (at reflexi&salon keluarga) —
3137,banyak mba haha h~ omong apa saja dia ke femi tadi mba yang marah k dedut eh skarang dedut yang marah
3138,tapi yang jelas tanpa sadar tingkah laku mereka selalu menarik perhatian saya
3139,hahaha masih gantengan juga pak udin daripada wengky buluk tai! muka kamu tua mirip pak udin! hahaha
3140,enkan main kan lgian cepat amet bliknya- - kalau sudah dirumah pasti prasan acak an ah!�
3141,puas sekali tidur ini pageh :d
3142,ah marah ah :d jangan marah dong u u
3143,badan pada sakit
3144,kamu menang pecinta becak sejati ;d becak pangandaran beda wafa kayaknya kendaran favorit kamu itu becak ya tet
3145,oh begitu kaga pas lagi di kamar baru deh boleh pegang b
3146,apasi (�_�) kebakaran memang bisa kamu :p ada apaini ribut sekali sambilmotongbawang rt
3147,tidak-enak apalagi kalau sering _ #kepogaul di phpin itu rasanya gimana sih
3148,itu garagara dia jor kok tl saya penuh sama hestek kamu kenapa #koinuntukjorgy
3149,on the way to at hotel mulia for lunch :d
3150,sudah tua masih saja suka ngebacot sama cewek ahahah dungu
3151,kamu darimana memang kemana kek gitu-_- kluarga main kemana say aku ini saja baru pulang sedih kenapa kamu
3152,ah najis wkw
3153,iya cian:'( bro bukan ini ciandechkamoehahahart jhat:( sepi pathnya tmenya baru :'(
3154,ngapa cha ogah haha tidak-apa-apa cha jadi anak rajin :d masa saya sndrian saja nanti yang rjin msuk
3155,#yg #penting #lobang #pler pler tidak-kamu pler hanya yang bisa buat saya menangis ketika melihat air mata
3156,masih ngantuk badan juga masih terasa sakit mirip habiz dikeriyok orang provinsi :-)
3157,cara terbaik untuk membalas dendam terhadap orang yang menghina anda adalah menjadi lebih berhasil daripadanya #bijak~mario teguh
3158,bahahahahahaha gampang sangat tngal pukul saja
3159,do kamu blgn deh ma teman kamu jangan suka maenin n menyakiti prsn cewek cz dsakitin itu tidak-enak loh!
3160,kalau memang tidak-baik yaudah balikan lagi saja sono sama yang dulu yang belum jelas asal usulnya
3161,menantang enak juga coli di depan teras
3162,ini kalian nya saya dimana semua - - otw sabar fans :d
3163,iya iya iya apanya -_- pusing hahaha iya iya
3164,makanya jangan tingal di std alay hahaha
3165,rumah terasa jauh 'ga nyampe�'
3166,jokowi jadi angker di liputan sctv hahaha mantap
3167,kecantikan tidak-pernah jadi standar kebahagian
3168,berapa lama sih rata2 kamu bisa sangup bertahan menjalin sebuah hubungan #j |
3169,tu rahmat kawan
3170,dipangil benar (cont)
3171,kaya sekarang lebih suka diam sama ngilang tiba-tiba semacem jin iprit begitu
3172,hidup adalah sebagian dari iman mensyukuri kehidupanmu apapun keadanya adalah kewajiban karena hidup itu adalah tentang kesabaran
3173,haha kurang-kurangin makanya tar-_-rt njir saya lagi yang kena pft kalau soal burung cepat deh tari-_-
3174,kaga aman main siapa suruh balik rt seharusnya persija malu kalau menang wo lawan persib!
3175,arti sahabat n cinta itu benar mendalam sangat
3176,seharusnya karena jahat itu lebih gmpang timpukin itu muka pakai bantal kak ade kan jahat
3177,bakar sampah d genteng
3178,hari trakhir nykp: hari jumat hari apa | gue: mikir keras sekeras-kerasnya minuman keras - -
3179,kok tukang becak yang benar saja wkw tahu dia mau kawin sama tukang becak di pasar lontar wkwkw
3180,salah orang bagaimana mksud kamu
3181,kerarti kamu cewek amin amin wkwkwk daripada kaya cowok bar anjir mirip cewek kamu diet wk
3182,bunuh aku ;( sabar dot hidup memang berat :) iya ka iya saja saya mah saya
3183,terkadang kita harus melakukan hal yang layak di waktu yang tak layak
3184,sabar (✣� _✣�)\('� ✣'� ) ya kenapa si tidak-aus apa ngomel2 terus saya juga capai kali tai
3185,wkwk sumpah tuh anak alay demituhan alay sekali d
3186,nah semingu warkop semingu bang ben lebih mantap dik haha
3187,kode dingin bangat :)
3188,nah kaya kamu itu
3189,mlaku2 pas tidak-tepak kebarengan anak sd yang muntah2 di busway :$
3190,perlu kalian tahu saya pusing balesnya : unuy
3191,jangan ramai nanti lol
3192,kamu bahagia saja aku sudah bahagia apalagi jika alasan kebahagian mu itu adalah aku
3193,cewek kece tidak-genit!
3194,hem sabar pyor sabar
3195,enjoy terus mantap lah
3196,aku tidak-bakal ngecewain kalian lagi aku tahu para ml kecewa aylopyu meilicious
3197,kalau jadi duyung seru kali ya jadi cantik ;) kalau jadi kenyatan aku sudah mati kali aku kan tidak-ba renang :p
3198,kenapa semua fa senang tangal #polos
3199,awanya kelabu asal jangan hati ikut kelabu juga ya selamat pagi ♥
3200,kenapa kamu rapuh sekali gue;')</3
3201,semangat stela #moveon
3202,kamu ngapa nyet (�) tai lah tih haha gaya walau berat jalanya aku bahagia ♪
3203,kalau sudah pusing gini ya tingal patungan :d
3204,wkwkwk reuni akbar banyak benar
3205,saya juga abis cukur rambut loh :d [video] unguli hitung cepat pemilukada jateng
3206,kepo! weh weh siapa sih mbae ! kacau sekali itu cewe!
3207,siapa yang jahat sama auntyku ta plototin � [pic] —
3208,oh semoga ketemu ya fi! huehe pusing tapi fi ngebut sekali amin amin kamu juga ya :) alhamdulilah masih nih
3209,�k�k cie yang lagi clbk cebok lama bersih'mah kaga :p
3210,benar sangat serba salah suka sama mantanya sahabat mau dilanjutin tidak-enak tidak-dilanjutin ya gimana sudah keburu suka
3211,batem vs batem ngakak! tanya saja sama yang sudah pernah ktm demonchild_26 apapun itu judulny cinta kita terhalang role
3212,ecie tidak-biasa rajin begitu
3213,jodoh yang cocok untuk orang november adalah orang bulan februari maret april september juli
3214,at mal puri indah —
3215,#tselbq10 telkomsel kualitas jaringan terbaik dan terluas untuk blackbery q10 kamu
3216,tidak-ada yang istimewa di we chat
3217,kasihan ! :( bnya sepi tidak-bunyi2 mba tidak-punya teman menurut kalian kenapa sich orang
3218,tuhkan ijo suka mamerin diri sendiri deh saya kan jadi tidak-enak lapar linglung letoy lola loyo yak kan ea hahahah
3219,iya sabar nt habis uas dong :p berangkat dufan ayo berangkat :d
3220,dan sekuat kawat rambutku keras seperti
3221,sakit leher gara-gara barusan tidur salah bantal bantalan stempel saya tidurin
3222,janganlah jadi orang yang suka bikin orang lain merasa spesial tapi abis itu ditingal
3223,kan memang kalah city-nya :) tidak-usah di mensyen kalah -nya (✣� _✣�)
3224,oh masih hangat ya berarti whahaha baru 6bulan mas cie yang paling gede sudah berapa tahun
3225,ah! mager benar ini mau beli makan tapi lapar tapi mager tapi tapi tapi ckck
3226,sama sama sayang ☺ noviavhie terimakasiya sayangku ♥
3227,yah salah ohehe-_-yg dipingiran bukan-_ di utan panjang
3228,ya biasalah soalnya saya kan bukan asli indonesia gaya sekali sih mba wkwk:d mana pik wkwk:d saya tahunya mon
3229,ah biasa yang murah juga;p
3230,kamu ada remed ndra kelas yah lau wkwk tua :p
3231,sedih kali liat video ya sri mulyani
3232,lagi butuh barang baru join kuis di saja yuk rulesnya easy loh giftnya kece pula wana cek fav aja☺
3233,ye harus dong biar adil
3234,enak ya yang sudah pada libur - - saya kapan liburnya
3235,always! :) bersyukur ;) what's a real hapines :)
3236,kenangan pahit :
3237,ingat jangan suka pacaran dihotel tua itu banyak yang kecelakan | mati mendadak mbah | bukan tapi bunting diluar nikah | o_o“
3238,anjer sih eneng sok tahu sangat jadi orang wkakakak
3239,iyah tumi :p tapi enga ah capai jadi orang peka - -
3240,tidak-menarik kaos ky  begitu si mending kamu jual sweater banyak peminatnya bantuin saya jualan dong
3241,fix ganti provider suram gini tidak-bakal betah
3242,:d pulau untung jawa
3243,menyendiri ternyata enak juga ya :d haha
3244,eh wok eh acem pala kamu pusing kaga si setelah makan ketoprak tadi kok pala saya pusing si
3245,kapan bisa geleng2 kaya waktu kemarin
3246,alhamdulilah baik kamu sendiri
3247,sama kangen kamu kangenrt09 dulu ramai sekarang jdsepi;( oke ;) #sumpahkangenbgt
3248,ya memang saya kaya begitu si~
3249,sama nih tidak-enak kalau dm pasti banyak sangat
3250,mendung romantis gini kok yah :|
3251,sudah tidak-nyaman wi beli permen gope:| ini bibeh wkwkwk
3252,tenang saja tidak-buru buru bikinya memang kalau kamu tidak-naik di pis di ipsun dinaikin
3253,#spikwithspikers menurut saya cowok yang pintar masak itu banget!
3254,bingung bank mandiri rsp)
3255,tahlilan day ngantuk kebangetan
3256,besok benar masuk
3257,benar kali haha ndri kuliah diuin p g wah wah wah ini bongan kok gabeneran -_- aduh cantik2 ko
3258,beb kamu kirim apa ya ke inbox aku tidak-ngerti hehe link yang barusan jangan d klik ada yang aneh
3259,haha iya iya sudah serius -_-
3260,siap dan mampu membantu kita dengan cara yang baik
3261,cowok keren itu cowok yang bisa jaga omonganya cowok yang omonganya… (at hangar basecamp milanisti indonesia) —
3262,ciye terus :| ciye saya juga sayang sekali sama elu : bodo amet deh yang
3263,iya lang ha tapi cukup cuma smp mingu depan saja
3264,ramai diatas !
3265,yah yaudah sudah antara hari itu saja kali ya saya ksananya berapa lama ya kita tidak-ketemu
3266,tuiter kenapa jadi banyak komunitas alay fcbk !
3267,iya benar
3268,wkwk benar kata esa :d
3269,diner time :) (with asri at bebek kaleyo kalimalang) —
3270,lampu mau ade dong bayar listrik dlo :p haha lampu nih lai abis mati manyala mati manyala sebenarnya lampu mau apa d
3271,au kamu bang tiap hari kongkow juga disitu haha haha tidak-update sekali ya saya alumninya payah :p baru
3272,lagi marah pasti lagi ngantuk hehehe loh aprisch: mata melotot
3273,sore2 aneh sigh smangatnya masih ktingalan di kota itu kali ya �
3274,mau beli pylox rasanye susah amat
3275,we wont se u again amin :^) selamat tingal fisika
3276,jiahaha disangka nipu astaghufirulah sabar jar golok mana golok
3277,alhamdulilah keponakan saya sudah agak lebih baik (�)
3278,seru abis dibioskop pada terbahak-bahak semua coba yang sudah nonton cintabrontosaurus apa kesanya :) c
3279,cewek yang mancung memang cantik tapi cewek yang pesek itu menarik
3280,dua kemungkinan ketika orang berbuat baik: mereka peduli denganmu atau mereka hanya menginginkan sesuatu darimu positif thinking ya
3281,hari ini penuh dengan kesibukan
3282,selamat pagi have a nice dream z
3283,wkwkwk hansip marah
3284,selamat dn sukses for zaskia
3285,selamat pagi hari jumat!
3286,bgt! scorpio peruntungan: di hari ini suasananya masih cukup mendukung sekali bagi setiap rencana yang anda jalankan
3287,ahah kalah lagi
3288,tidur lucu ~ (at wisma jaya estate) —
3289,mis moment! shot photograph at kota tua with the ladies
3290,at pekan raya jakarta (prj) —
3291,tawa mele
3292,ini nga semangat benar loh (∫_✣')
3293,benar iya :)
3294,saya mah jam 7an :p sudah dong memang kaya kamu :p dih orang beres rmah bantuin emak l
3295,besok uk terakhir semua akhir uk saya serahkan kepada alah swt
3296,kasihan sangat sakit ya iya sakit namanya juga mengharap
3297,seru juga ternyata shuter island sayangnya ini subtitle delay
3298,kasar nih vinka
3299,nanti mah ngebolang lagi yuk wkwkwk iya ret haha iya lah kamu mah deket geh makanya cepat kamu
3300,nya sirt bagus mana blackbery atau android #hj
3301,:) pagi abang kece saya :) kakakedua: pagi semua
3302,kalau mati sesat gimna
3303,aku belin deh iya: kan aku sayang sama kamu:
3304,menemani mandi hahaha ♫ cinta butuh waktu by vieratale —
3305,ia ia benar ia libur tah
3306,kamu sosok tak nyata tapi sayang dan tulusmu nyata
3307,coba tanya inay c: haha sudah pernah coba y maka itu tahu saya berbahaya
3308,mie ayam enak kali yah - -
3309,rt~ rtah~ saya _ #spikquestions siapa teman smp kamu yang paling cantik
3310,iya parah ya ini macet sangat sudah pernah merasakan jam sgni berangkat macet parah
3311,gini ya cara orang tua cari uang capek:'(
3312,ya alah dibilang gila lagi - - yang bilang cantik lebih cantik :p
3313,god morning buleku yang super kece nan ganteng <3 lafyu
3314,benar tidak-bisa tidur ini setiap melek senyam senyum sendiri terima kasih god for yesterday ;) acara gratis yang tidak-akan pernah terlupakan ツ
3315,cek line kakak ada hadiah kakak _
3316,hmh -_- mata sehat tapi tidak-bisa bedain putu sama kutu -_-
3317,wkwk masih penasaran saya gaya saw film apa yang sekarang lagi pengen sekali kamu
3318,selamat atas pengumuman kelulusan un sma hari ini selamat datang dan kami menanti anda di kampus2peradaban
3319,jangan sampai sakit la
3320,hati rasanya porak poranda kaya kpl pecah ikh :(
3321,cepat di kelarin saja dari pada jadi masalah
3322,bahagia itu sesederhana ini ♥ (with anisa) [pic] —
3323,hahaha iya saya masakan tapi anda yang belanja selesai ini masakan aku ya chef :') hahaha sial
3324,macet bikin pusing
3325,ki - - pepet terus med jangan sampai ketikung~ kamu tuh coli cewek licin haha kaya belut haha
3326,walah jauh yah:o
3327,tapi tadi aku bohong tau:p wkwkwk
3328,owh iye� saya tau! kenapa bisa kesal ama dye
3329,i'm at bank mandiri wealth management group (jakarta dki jakarta)
3330,semangat qaqah :')! semangat ajadeh yah semangat ! (�✣�)�`)
3331,se seram apa tad ih seram hihi makasih ay anda juga lucu
3332,yeay ! ke pekan raya jakarta lagi \^o^/ kali ini sama bapak emak dan adik2
3333,pembelan tuhan itu selalu pas takaranya tidak-kekurangan sampai kita tidak-berasa & tidak-berlebihan hinga kita tidak-jadi besar kepala
3334,coba joy bmin gih di inbox ada indah dewi pertiwi sampai detik inipun aku tidak-pernah tahu kapan
3335,asik kalau risih keseringan ada yang nanya: kamu kapan menikah jawab aja: belum ada yang beruntung mendapatkan saya beres sudah
3336,gila mirip sekali kalau itu benar yona tidak-mungkin masa dia pakai kerudung wkwk
3337,traktir dulu bisa kali~ walaupun kerja kotor an yang penting halal dan engak minta ama orang tua !
3338,sama-sama keras kepala gimana mau akur
3339,ya begitu deh haha kamu ge enga setiap ko hanya pas kelas saja insom nih ka critanya :d tiap
3340,kamu sadar tidak-kita tuh kaya bukan teman kita jauh
3341,d saja deh biar lucu ;p
3342,jauh sangat di rumah kamu sumpah :/
3343,asik nih kalau skripsi sudah tuntas jadi tenang ya:drt skripsi hil sibuknya ngapain mas rt haha
3344,stalker ah hehe abisnya saya lagi ngetwet tntng peka/ga peka aduh peka bgt:' rizkamarvi: map din dindo02
3345,haha wkwk benar wkwk doi mah alaynya persija di wkwk alay dahsyat yeyeye
3346,iya memang banyak yang blang  begitu si mkasih ya (◦� ✣ �◦) ita kamu cantik saja si
3347,hai tidak-lucu y lagi enak enak tidur siang kebangun cuma grgr prt lpr;( hahaha!
3348,selamat hari jadi ka boy! semoga panjang umur sehat & sukses selalu kapan pulang kampung bareng ka hehe :p
3349,iya terlalu banyak sabar dihati ini dan mau berontak tapi tidak-bisa syalah:'(
3350,capai lelah sama semua kelakuan kamu �
3351,mana ya stadion utama gelora bung karno (gbk) w/ others)
3352,dingin (at univershitas sultan ageng tirtayasa) —
3353,mamah sama papah bertengkar gara saya :'( :'( :'( ya alah mah pah :'( :'( nangis lagi sumpah :'( :'(
3354,ini senayan macet sekali yak mau ke kuningan lama sekali
3355,bukanya sama i lama ya haha iyah lah malay sudah tadi dicengin pengawas setiap pacaran paling lama mingu doang-_-
3356,panasnya tidak-santai (with reinhard at karet pedurenan jalan h sidik no (uvie's rom 19) —
3357,sudah lama tidak-cekin ckck putra's rom)
3358,g: ma prj ya | m: ywdh| g: uang'a mana | m: pakai uang sendiri!| g: uang abis kemarin| m: salah sendiri| setdah pelit amet ye (�_� )
3359,tuhan bersama mereka yang masih bekerja di tengah lalu lalang muda mudi yang menikmati malmingan gorenganmanagorengan
3360,iya coba nanti aku liat ya :) benar kak liat saja :d
3361,kti masih mencari hidayah kak - - doain kak alhndulilah sehat g mana kti susah iya kak :) lama tak jumpa kak seha
3362,pesan cinta
3363,benar-benar harus membatasi diri agar sakit nya tidak-terulang lagi oh help aku ingin nangis :(
3364,siap :d hahahah pagi2 juga sama kita yu oke besok dikbrin ya
3365,lama sangat sih pulangnya jam berapa mau cari makanya :(
3366,cepat sembuh yah sa♥{}: ☺☀
3367,pulang :( tidak-mau hancur mod nya dia:'
3368,nga marah kok bey{}
3369,at masjid agung sunda kelapa —
3370,sedikit kesal uya dengar deni bulan depan mau ke jogja:-)
3371,tenang ae yul aupa kan di phk wkwk banyak duit dia mayan buat beli gorengan
3372,nga kok cuma lagi breafing saja bentar lw lagi sibuk yah bang
3373,selamat menempuh hidup baru bang hary dan kak herfi o:) gedung ytki)
3374,makanya gabung sama kita sini di dunia media broadct yang sngat menyenangkan dan tidak-monoton :d
3375,baru ini bse online pakai h teh -_- oke berarti jangan pakai xl susahnya sinyal xl ni
3376,dapat respon baik dari orangtua d sat deh jadi mantan :'(
3377,gladi bersih male choir � � (at usmar ismail hal) [pic] —
3378,tempat makan enak coy! bosan nasi goreng kebon sirih terus apalagi kalo… (w/ fahrizal hendri & others) [pic] —
3379,semangat tidur! sahari gazebo 3rd level )
3380,selalu~rt sabar ya sel :d gakangen saya kali yak tega benar jadi manusia ckck _
3381,wajar donk joki drag sama joki road race itu kalah soal cinta kan joki road race pintar nikung #duhdek #pis
3382,muach sudah kok :) kecium tidak-dari sana harumnya kak hahehe d halo kamu juga yah cantik
3383,salah buat ayana ka :d
3384,nonjok ! namanya juga mantan kalau _ itu wajar
3385,berani berbuat kamu juga harus berani bertangung jawab! jangan jadi pengecut #stl
3386,macet � [pic] —
3387,niat ngejatohin ya tapi maf ya mba saya tidak-bakal jatuh cuma dengan hal yang kaya gitu!
3388,cakap sekali nak jalu ini (at rusun petamburan blok i) [pic] —
3389,woy biasa saja donk tidak-suka  tidak-usah dlyat nenk woy ada kebakaran woy | dimana dimana | tuh tidak-nyadar di kepala kamu t
3390,abang2an ya wkwk saya mau kasih yang spesial sangat buat dia tapi sayang nya dia tidak-pernah peka yaudahlahya :'
