122,nek wani ditowo ojo mung delok gratis koyo   e ki jakarta rak panas2 sekali owk tapi kok akeh sing ngeler saya iya,0
123,username   whatsapsaya kan sudah terang terangan kamu blokir   setelah saya mempergoki kamu secara tidak sengaja bahwasanya kamu kerja di informa ace hardware tp 6 malamnya saya akan siapa kamu   tapi sudah terlanjur kamu blokir   padahal seminggu sebelumnya saya,0
124,nonton romi ganti celana saja kalau nonton bola pusing saja lurt nonton bola ah biar kaya laki,0
125,tidak enak sekali kalau badmod tiba tiba,0
126,sudah cantik tapi belum di folback sama mandanya     folow my ig terima kasih,-1
127,bukan cinta biasa afgan apa lagu yang paling enak didengarkan kalau lagi galau   soalmusik,0
128,avail   pembalut   pantylinerherbal solusi untuk mengatasi nyeri haid   haid tidak lancar beli 5bks fre ongkos kirim,0
129,yah dibilang sombong tertawa  _,-1
130,pacar itu cukup saja setianya yang dibanyakin,0
131,iya sayangku   sayang umi,0
132,padang cie duo tigo ampat cie cie marah   p au,-1
133,tidak mau tidak seru seruan private message dong yuhu,0
134,paling excited kalau ngobrol sama orang kreatif   siap saja kalau bakal tercengang sama ide mereka yang mungkin belum pernah terpikirkan olehmu      oh iya   kenapa saya baru terpikirkan,0
135,bohong bagaimana kalau sarahnya saja tahu  emotxtawa  beda lho bohong sama menghindari masalah     kalau tidak mau di bohongi jangan jadi masalah novi,2
136,gila kacau ini urusan,0
137,haelah kesal dongkol sangat saya jadinya ish   â    ï ½â    ï ½,0
138,bagen sudah ah santai saja ah,0
139,senayan masih macet  emotxtawa    di   pic   â,1
140,perasan saya tidak tidur selama 24jam ini tapi ngantuknya luar binasa sekali tidur masa hanya 2jam saja  _,-1
141,lupa pohon rambutan   cners tuips kapan terakhir kamu naik pohon pohon apa   10jutapohon,0
142,perasan saya tidak enak dan tidak tenang,0
143,kenapa iya sayah engak suka makan sayuran kalau makan suka eneg ingin muntah jadi weh kurus begini  _,-1
144,enak nya nyruput kopi hitam pas malam malam begini,-1
145,tertawa serius kamu msuk situ jadi saya fix di yadika5    _,-1
146,ceilah kamu   artinya tidak akan bosan sama kamu     maksudnya apa ini sayang   di muhamadeka_ moal bosan,1
147,final exam day analisis kelayakan bisnis   perpajakan   di universitas trilogi   â,0
148,selamat pagi dan diawali dengan lagu ini â     â     the spirit caries on by dream theater   di komp deplu cipete nomor 7   â,0
149,vin di trans7 ada flm bagus itu yang main kristen stewart,1
150,alahamdulilah sbk bisa juga hanya kurang di perlancar saja,0
151,kami punya cara kami sendiri untuk berdamai dengan diri kami lewat jalan komedi   kalau ada yang punya cara berbeda   apa berhak membuat kami bungkam   padahal kami tidak mengusik cara yang mereka percayai,0
152,setdah itu senam musiknya norak amat  _,-1
153,waktu pas ulang tahun nya aldi,0
154,iya yah  emotxtawa  lucu juga   di,1
155,sakit sangat pms â   ¹,0
156,tidak jelas,0
157,halo selamat pagi apakah kalian sudah sarapan,0
158,panas sekali bikin kepala saya pusing,-1
159,mau   p indomie goreng plus buncis   pic   â,-1
160,belum terlihat pak aamiin siapa calon pemimpin begitu optimis indo   cont,0
161,jangan sok imut kamu nyet,0
162,saya tidak diajak main ayo kakak bagus,0
163,i  m di new lama   lampu led motor   depok,0
164,buset ini path sepi sesepi hatiku wakakakakï ½,0
165,bisa jadi bisa jadi   pakai sabun colek tapi males mandi bagaimana iya  _    cukup hati saja yang mandi  emotxtawa,0
166,aya sudah rapi belum rambutnya       habis bangun tidur ini cantik iya mantul deh febby nathania elvarette   teman terkebo   url,0
167,ncik tidak tahu iya pik kita sudah di merak jadi begini saya sedang mencari fans yang masih sibuk membicarakan merak bisakah kalian membantu,0
168,jadi sudah tahu kan beda   sample recovery dan core recovery semangat pagi,0
169,selamat pagi jumatâ,0
170,alhamduilah     banga sih lulus dengan nilai akhir karena ini murni hasil saya sendiri,1
171,i  m di graha pesona   ciputat tangerang   ciputat banten,0
172,iya elpan yang gendut semok montok tertawa,0
173,definitely caca   kak ika   auranya udahlah paling pas kualitas aktingnya tidak perlu dipertanyakan ditambah tidak tahu caca ini ada apanya   tapi akan gemes saja kalau jadi alex yang galak tapi penyayang tapi cantik tapi sibuk tapi masih sanggup menghadapinya,0
174,kamu gampang amat bicara,0
175,kan saya cinta kamu   tertawa oh saya lagi nungu someone emotxtawa w,1
176,dari siang nonton film horor sekarang nonton film the ring  emotxtawa  mantap,1
177,sok tahu pinteran saya   v  emotxtawa  saya saja sekarang seringnya main melulu   v ini saja belum belajar   p,0
178,bahagia birthday to us   username   dan bahagia 6th anniv  emotxtawa  sebentar lagi kita putus  emotxtangis  saya harus cari pacar baru  3   url,1
179,selamat jumatan imam qu,1
180,saya tidak punya pacar bagaimana   vrt tikus   1984 208     kamu imajinatif menyenangkan   murah hati terhadap orang yang kamu cintai,0
181,hari ini memang benar benar yeh _,-1
182,sabar iya da  emotxtawa  cowok memang begitu   p,0
183,saya tidak apa2 kok khawatir saja,0
184,paling hanya sedikit yang bkal saya pljrin hanya sepik2an saja   p oke paling besok iya kabar2an lagi mager sangat      emotxtawa  kbarin di,-1
185,berani tidak kamu â     raise your head   epic by aleso sandro silva   quintino   with edy   â,0
186,saya sayang kamu sudah itu saja tidak pakai janji janji tidak pakai orang ke 3 dan tidak pakai bohong       â,1
187,pft nahantawa itu dulu ngondek ramandha   biar cantik luar biasa eh yakali itu mah el,0
188,tungu itu tidak enak   di,0
189,jelas kok iphone nya kalau minat kabari iya,0
190,muak saya lihat tingkah kamu lama lama   mirip anak anak begitu tingkah kamu   masa kecil suram iya,0
191,sembuhkanlah dengan segera orangtuaku iya alah ï ½   di rumah sakit mitra keluarga cikarang   â,0
192,pantas ditelepon tidak aktip tertawa iya sudah hokbn saja sudah enak makan ramai ramai,0
193,faktanya ketika lagi sekolah bawanya ngantuk ingin tidur tapi pas sudah bel pulang semangat nya luar biasa,0
194,tahu aneh dia mah wahyu wiguna dasar masa dia bilang mau tidur tertawa  emotxtawa  ya sudah ajak,1
195,balik kemana sara oke kamu kabur nanti juga balik lagi,0
196,alhamdulilah  suara azan magrib berkumandang alhamdulilah waktunya berbuka lancar puasa hari ini,0
197,jangan prcaya perkatan tidak salah itu hah   p,-1
198,ï ½x_xï ½ ï ½ ï ½x_xï ½ nghabur baik ï ½ fany ini,-1
199,nanti nabrak itu ati seakan mataku tertutup kuingin cinta ini dapat kamu sambut,1
200,sudah senin lagi saja iya kok cepat sangat sih,0
201,jenniku yang sanagat cantik nan menggemaskan seperti bayi saya sayang sangat sama kamu  ps   imutan bayi kita nanti     url,0
202,iya tapi tidak bisa ikut juga saya serius ely di rumah saya ini tapi hari ini pulang sih,0
203,prepare kompleks sbs harapan jaya,0
204,late check in sudah kaya tidak punya pacar saja dari tadi sendirian   di dengan others,0
205,tidak bisa tidur digangu tv sama macan  emotxtawa  ï ½ ï ½ kamar berantakan ï ½   di rom 1a     pic   â,1
206,aneh lupain saja tante tertawa sara   saya hanya tanya tidak ngerti maksud kamu tertawa tante mau tahu urusan orang,0
207,heam lambat berfikir sangat indosat,0
208,saya berteman dengan siapa saja tapi saya hanya bersahabat dengan mereka yang layak disebut sahabat,0
209,m iya udahlah itu mah sudah lama sangat salam kenal iya adik     oiya dhiya masih di jogja sekarang kamu kenapa tidak masuk model rabani,1
210,cie kakak cantik,0
211,tidak ko tidak apa apa     he oke apan dam oke oke â   º,1
212,adem,0
213,username   kalah sudah kalah pamor iya beginilah jadinya   ngomongnya asal njeplak wae   melemahkan seseorang   menciptakan ujaran kebencian   menyebarkan berita hoak dan lain lain tidak pantaslah seorang yang katanya tokoh nasional di negeri ini   bicaranya selalu ke,0
214,makan ketoprak pedes enak x yacus,0
215,soto mie enak juga ini,0
216,anjing kurnia mega keren belanda nga gol2   di,0
217,tertawa iya semangats doain juga laporan saya cepat selesai iya ade saya sidang jumat ini semangat juga yang ming,0
218,karena cinta pahit berubah menjadi manis   karena cinta tembaga berubah menjadi emas karena cinta ampas berubah jadi sari murni   karena cinta pedih menjadi obat,0
219,dia taruh jari telunjuknya di jidatku    mangkanya   beli susu itu diminum   vitaminnya jangan kelewat   kan ribet kalau mau jalan ke tempat umum tapi kamunya baru jalan 5menit sudah kliyengan    saya senyum senyum sayang  emotxtawa u,1
220,sakit malarindu  emotxtawa rt saket apa tiwi get welsoon for me  _,0
221,tl saya ada yang homo ada yang bertengkar ada yang pacaran aduh ramai ye kaya prj,0
222,iya za untung tidak kenapa kenapa,0
223,desain razer mirip sangat mbp bahkan lebih modern dengan bezel tipis dan kemampuan untuk gaming artinya spek lebih baik dan desain elegan lama kelamaan hipnotis apple akan pudar contoh nya     username,0
224,si bayu nyanyi manusia bodoh kenapa ingat nya ncek  _,-1
225,hapy birthday kak panjang umur sehat selalu lancar rezekinya semua baik aamiin,0
226,ramai kali,0
227,serba salah ini gue _  diam ajadeh,-1
228,ohkeluarga iya sudah sabar iya cantik mantanya abot   p,-1
229,sial jadwal sanlat agak kacau gara2 saya    c,0
230,tidak si biasa ajah   saya mah tidak terlalu suka isa raja saya suka nya shena si mewry iri itu kakak a emotxtawa    di,1
231,iya   ï ½   ï ½â       ï ½   9 semangat buat dan saya juga â   º,0
232,the greatest showman ini film musikal 60   isi filmnya nyanyi2 dan karena saya pribadi suka sangat genre seperti ini   jadi 2 jam nnton itu tidak kerasa sama sekali rasanya ingin ikutan nyanyi2 sambil nari2,0
233,godmorning   di damai indah golf   country club bsd city   â,0
234,memang kamu sayang sama mamah kamu saja ngelawan terus sama mamah kan ada saya   cont,0
235,sudah nonton cinta brontosaurus,0
236,saya sibuk ini sekarang lagi mingu uas   ujian blok hanya isi form tidak sampai menit teman teman       oprec,1
237,nah kan sepik bodoh kan ini anak,0
238,kesal kesal,-1
239,lihat twet sebelumnya dia mau tipu lagi wka serius yang ini aseriusloeh mama saya lulusâ,0
240,ah omong doang nendi mah     iya sudah lebih baik jalan sama nendy sudah cancel ma klrga demi dia dia kenapa ngeselin bikin tidak m,0
241,awas kamu bohong,0
242,oke testy nu avatar with,0
243,sayang kok sayang       dia dulu hanya lagi kegoda am sih pho sesat,1
244,hari ini   beberapa jam yang lalu terhening ku tersentak seperti dibungkam sesuatu lalu sadar ku saya tengah jatuh hati pada seseorang yang baru ku lihat fotonya nampaknya dia masih polos indah matanya membuat ku tersenyum sendiri,0
245,seru sangat   kak intan main ke rumah kakak citra iya,0
246,username   centil   sulit habis   tidak tahu malu   cerewet parah   teman usil   koki terbaik sepanjang masa   yang paling sayang sama saya   yang bela belain nganter kesana kemari   dan 1001   hal lain yang tidak bisa diungkapkan dengan kata kata tertawa,0
247,takut pade tawa huakakak kagalah ndo tertawa masih galau pade oke,0
248,hari ini saya begitu menikmati sendiriku dengan maraton drakor dan    about time    ini mengajariku bagaimana caranya di sisa hidup kalian bisa menghargai bagian bagian terkecil yang sering kalian tidak sadari telah kalian acuhkan orang yang kalian sayang contohnya,1
249,bagaiman kabar jantung mbak mbak yang megangin micnya   sudah bertahun tahun dari jaman saya sama tapi masih saja ngena heran saya semudah ini saya makin jatuh cinta sama canyol,0
250,asik ngedrift dong nonton video pas ngendarain whel loader senang sudah melihat suasana,0
251,oh begitu bagus deh bagus jangan suka bgadang iya     he tertawa enga a tidak begadang saja kok   di,1
252,tenderloin simple sangat yang penting matang  emotxtawa    with di rumah tanpa motivasi     pic   â,1
253,aamiin o     terima kasih sayang       pasti sembuh sembuh plis   sehat plis,2
254,cinicinicini enak lah iya,0
255,yalah terimakasih atas kebahagian yang engkau berikan untuku apapun dan dengan siapapun saya yakin bahwa ini hanya sepotong kebahagianku,0
256,yaudalah satu kata yang sering saya gunakan kalau kecewa   yaudalah ï ½,0
257,jangan biarkan rasa kecewa tersimpan dalam hati rencana alah selalu lebih baik selamat pagi   â    ï ½â    ï ½â,0
258,tjie  sepertinya ada yang salah dengan personal mesage saya iya   ï ½â           ï ½â       ï ½    emotxtawa,1
259,jely bean kakak android yang bagus yang manah si _,-1
260,belum lah memang belum selesai kakak kesal saya lama sangat sudah   cont,0
261,selamat makan  9   pic   â,0
262,hapy birthday cantik       makin baik pintar setia di jalan tuhan dan semoga segala sesuatu dilimpahkan sayang lia,1
263,nah begitu lah bagus nya jalani saja yan jangan sana sini nyimpang cewek lagi yan nanti kamu kenalan sama mbah karma,0
264,semangat sidangnya besok,0
265,siap me   iya me   di blitz     cu meme       diblitz berarti iya oke me   brkabar   cont,1
266,eh manusia omong doang bicara saja kamu bau mau main krumah saya tungu dari bangun sampai tidur bangun lagi hvft,-1
267,engak jam juga ray jam 12an ayo benar ini mau beli tertawa,0
268,i  m ayuni setia sekali lho sama kamu  emotxtawa,1
269,salah kirim sms gila malu sangat  _,-1
270,najong sekali sudah ini pelem trans tv azab anak tiri durhaka berlebihan tahu tidak terlalu dibuat2 ngajarin tidak benar,0
271,throwback video launching lagu takkan terhenti disini   di tahun 2010   dimana salah satu kakak saya yang ada di video ini sudah meninggal 3 tahun lalu hoek  emotxtangis    username     username     url,-1
272,enak aje _  terus buat apan  _ rt ah kamu mah ke smanti bukan buat belajar  _,-1
273,enak iya pulang cepat     kuliah kok tadi pulang cepat hihi masih ini ngit   cont,0
274,ingrit kan sombong yog eh ada neng ingrit su lama tidak bersua   cont,0
275,iya ampun si oh so nya galak sangat bikin saya kesal   di lina  s rom   â,0
276,seyakin apapun diri ini   diri kita semua   seyakin apapun itu jika ketetapan allah yang demikian iya bisa berbuat apa     tidak ada daya   selain  the power of doa     url,0
277,tidak apa apa deh tidak apa apa this is me   di nanti kalau tuhan berkehendak saya akan kurus   p,-1
278,pulang tidak ya malas pulang ini,0
279,oh luh nonton tapi pada rusuh seporter nyap guap saja balik lagih,0
280,enak tho turu ng kasur serasa jadi bangkai tidur semaleman tidak bangun2  _,-1
281,saya tidak mudah di jatuhkan hanya dengan omongan manusia lemah yang terus mengeluh     jika kamu ingin menjatuhkan saya   bersaing lah di saat kamu sedang malas malasan ada ratusan bahkan ribuan orang di luar sana yang sedang mencoba menyingkirkan mu,1
282,dia rt   taurus   yang lalu biarlah berlalu kamu masih punya teman orangtua dan saudara apa yang masih bikin kamu sedih,0
283,yaelah jemput ke lagi sakit ini   â    ï ½ _â    ï ½,0
284,novita dewi kenapa suara nya bagus sekali sih     xfactorid   xfisuport   xfgrandfinal,0
285,selamat pagi,0
286,dingin yah malam ini udaranya sampai kedalem rumah lho,0
287,segtu jug saya tidak ambil untung nomor tertawa uangnya di titipin jug tidak nih hoho,0
288,username     username     username     username     username     username   ini pelecehan tanpa bukti pancasilais monggo bekerja     buktikan pancasila mu     username   ada yang percaya kepolisian bisa tangkep ini orang,1
289,alhamdulilah baik kamu,1
290,dari dulu saya pacaran hanya dapat rugi dan sekarang sudah terbayar dengan kebahagian yang luar biasa terima kasih alah engkau memang adil,0
291,i  m di pantai indah kapuk   pik     jakarta utara dki jakarta   dengan others,0
292,banyak ulangan lho enga fahrt sakit na         melihat vina sama andini tidak rt herlinasr   sekolah kamu fahrt,0
293,elusdada sabar o,1
294,strong stres tidak tertolong ï ½,0
295,oke oke lah oke  emotxtawa  tawa jahat jadi fer jadi tertawa,1
296,semangat kerja nya my twin makin sore makin semangat,0
297,username   kok aneh padahal honorer karyawan juga dan telah diatur oleh uketenaga kerjaan tentang hak dan kewajiban nya kayaknya bapak yang satu ini belum pernah kelapangan deh memonitor sistem kerja di masing2 skpd,0
298,pelayaran aman   selamat   tertib dan nyaman pastinya   repost   username     username     username     mudikbarengguyubrukun2018   kawulamoda   lebaran2018   url,0
299,mie ayam enak ini,0
300,persetan bm naik besok yang penting sekarang fultank     with dimas     pic   â,0
301,emotxtawa  do n t try this di  emotxtawa  pak _  joging ah biar kurus tapi nanti ah tapi males ah tidur lagi deh ah,1
302,mksh   maf terima kasih sudah nyempetin ke kantor tempat makan terus dkash kue juga maf karena saya tidak tahu mesti bagaimana     semoga alah kasih jalan yang terbaik aamiin,0
303,dari kemarin mau ganti avatar susah sekali sudah,0
304,aamiin   ï ½â     ï½     kamu tahu itu sulit tapi tuhan tahu itu bisa kamu atasi,0
305,sini lah datang beh ajib enak sangat yu hihi,0
306,yang pojok kanan bawah itu cantik sekali,1
307,niatnya malm ini he lagi raya bukan kemarin saja ramai juga tidak ketemu wikhe,0
308,saya tidak akan ngelupain kamu yang pernah ngebuat saya bahagia meskipun dulu,1
309,pokoknya mesti kalah sudah yang dipilem sama yang saya punya tertawa,0
310,itu testpack iya   eh arimbi sensitif sekali yuda  emotxtawa,1
